10000
-173.021775 207.332930 -31.956852 1.558309 1.238441 1.000000
-46.360299 83.692911 -10.015294 9.776515 0.639527 1.000000
-229.052536 75.023302 -32.000367 2.750505 -1.518887 1.000000
-88.315516 142.976691 -18.229786 4.192429 -0.792615 1.000000
-144.645298 291.988298 -32.848416 -0.584071 -0.443170 1.000000
-136.194800 191.529714 -26.617937 -0.173613 1.751891 1.000000
-120.494018 93.617858 -19.630405 2.132830 2.100215 1.000000
-22.651833 196.534894 -12.935594 0.337457 -0.356690 1.000000
-249.712557 169.951700 -39.442746 -2.523257 0.893196 1.000000
-205.145761 174.382554 -34.198682 -2.061095 -1.282430 1.000000
17.470421 263.006836 -11.445679 -0.582064 2.819033 1.000000
-111.655822 39.878373 -15.768825 3.096314 3.781785 1.000000
-79.528062 66.200081 -13.183845 4.734289 0.974840 1.000000
-155.764988 142.670671 -26.496007 1.838535 3.706485 1.000000
-297.135194 123.067203 -42.844056 -2.471964 0.095724 1.000000
-86.121377 214.248522 -21.643790 0.135941 2.077613 1.000000
16.551354 204.866261 -8.553239 2.506853 2.419871 1.000000
-154.605714 84.042224 -23.324278 1.949442 2.500659 1.000000
-69.450076 113.426680 -14.386515 4.835028 1.103744 1.000000
27.926584 156.475495 -4.655853 4.651865 0.489412 1.000000
55.775997 94.189473 1.981482 4.206863 0.428406 1.000000
-39.691720 39.936134 -6.935971 10.674903 -1.783931 1.000000
-167.398780 257.033401 -33.835370 -1.168708 3.095023 1.000000
-30.314094 271.114992 -17.731353 1.057323 1.470026 1.000000
-206.837309 279.407362 -39.835030 -0.313920 3.506964 1.000000
-113.812536 247.703198 -26.773114 -1.030267 0.045459 1.000000
-80.799165 -26.893403 -8.531101 4.132579 2.528704 1.000000
-155.131321 22.752244 -20.222502 1.766887 1.929851 1.000000
-61.486719 246.769480 -20.300108 -0.857954 0.991412 1.000000
-14.032532 64.350074 -5.046955 9.353167 1.389032 1.000000
-63.613184 303.615068 -23.499912 0.624653 -1.863642 1.000000
-164.987680 -21.169846 -19.164108 4.166876 -0.148011 1.000000
55.838495 205.113351 -3.742985 3.687088 3.020423 1.000000
-187.467437 61.278466 -26.183508 2.522218 0.028464 1.000000
-238.387199 17.217774 -30.160481 5.760723 -3.207607 1.000000
-46.380173 143.256775 -13.095442 3.268591 1.568932 1.000000
-223.790477 122.234478 -33.793493 -0.766207 -0.768674 1.000000
-41.293565 -27.473480 -3.650690 8.206324 0.995285 1.000000
-298.940898 173.260780 -45.659645 -2.141558 -1.338743 1.000000
-191.656301 141.569024 -30.846425 -0.842148 0.491110 1.000000
67.405666 169.946611 -0.505503 3.483781 3.335510 1.000000
-295.241615 61.368378 -39.423662 -1.988232 0.471618 1.000000
-67.292024 172.794550 -17.189410 1.540118 2.410582 1.000000
-164.861104 -57.955566 -17.248719 4.033815 -1.923098 1.000000
-277.792140 215.450372 -45.242777 0.287800 -1.105074 1.000000
33.932886 27.521034 2.744223 9.027081 0.328861 1.000000
-273.091437 96.149056 -38.500248 -0.696017 -2.317378 1.000000
-116.394676 324.570875 -31.064093 -1.969592 -1.517835 1.000000
63.878092 49.634393 5.277981 3.943750 -2.431252 1.000000
-93.043619 277.802890 -25.778970 -0.884221 -0.975954 1.000000
-127.395795 -7.421021 -15.258244 4.677843 1.182377 1.000000
-230.912538 223.267913 -39.889560 -1.771531 -2.294467 1.000000
-12.943252 162.000825 -9.958894 0.780962 0.146269 1.000000
81.558178 130.229314 3.284266 3.729690 4.551663 1.000000
-259.360663 45.186671 -34.181022 0.736467 -2.684790 1.000000
-70.146305 17.747498 -9.528916 4.396311 1.449946 1.000000
