100
471.516436 2610.747658 0.000914
-1509.084443 -1493.536024 0.468326
1243.485137 994.687672 0.000106
554.253059 1350.979603 0.034561
-370.825964 -177.711393 0.028386
1639.110222 111.872886 0.007007
-9.338267 154.563547 0.457903
-913.152543 105.734545 0.053138
-13.355311 -4180.569841 0.013634
387.676446 -623.247025 0.853434
-4135.085471 -1823.492746 0.758126
1366.984526 -2498.218184 0.321046
-2019.789606 -271.631605 0.007217
3327.279968 -3543.983402 0.001672
74.879628 -104.209640 0.534568
431.426357 1609.138679 0.096316
5969.475247 853.487470 0.000392
409.723004 3197.097476 0.014940
4003.930209 720.807196 0.301835
-34.917136 1691.977659 0.234406
1810.074979 1097.630626 0.011463
34.405933 2370.166282 0.033872
29.931935 2085.344854 0.004634
-6327.211569 -1029.346995 0.105729
-3831.939505 1242.627145 0.256960
265.287655 -1387.560899 0.141290
-3438.834689 4953.020672 0.024164
2251.251776 1599.579522 0.384474
0.834191 -894.487909 0.099676
-1713.348341 -2071.084021 0.002903
7464.936057 -3635.440726 0.035574
807.847969 4.598411 0.010476
-2299.573360 913.570105 0.514193
60.999317 267.649391 0.000959
1926.548630 -196.285871 0.267739
-119.828571 -2361.757757 0.004272
-2431.425327 -6168.651025 0.024768
1290.533833 688.627852 0.027173
-764.629431 -778.510197 0.215064
-887.465582 -425.940986 0.011282
287.660182 3534.458724 0.096014
135.721467 591.622424 0.002152
-2533.620428 -1751.168008 0.003201
1212.179797 -2922.143528 0.024139
-3913.107125 4188.130679 0.002945
3907.804813 1105.366342 0.016455
140.474606 4410.549191 0.296374
-132.595680 -2221.089433 0.158838
-259.340277 2882.556730 0.065077
65.273054 52.508805 0.264765
-699.612897 -1310.953566 0.065538
132.981807 1905.897833 0.103052
1439.701237 837.110714 0.719633
407.000198 -1603.786679 0.015894
424.166463 -569.964681 0.982614
-2335.977018 3443.806679 0.003330
158.366277 -163.252881 0.056159
280.377554 -1979.015379 0.029206
647.078163 -5555.917863 0.079486
-1603.954782 59.621989 0.024278
354.856817 4831.707475 0.014808
49.649259 103.482152 0.061681
-2345.413902 -1372.170909 0.018343
3532.693813 -3576.865495 0.681000
-102.507289 -1597.665522 0.013164
1325.248547 -272.703271 0.015953
-222.997064 3207.818898 0.056883
2730.103570 1097.375073 0.101284
272.020520 2761.943402 0.004996
-3532.893708 173.753028 0.031755
4065.440723 625.043823 0.034276
-388.307345 702.562513 0.880015
-745.318126 -2493.925752 0.159850
992.833361 -394.955567 0.094429
1.494635 -687.166106 0.356265
-2960.095848 -2240.929205 0.969594
-2387.726774 -304.138833 0.647154
926.290892 -556.934692 0.005449
-4598.899564 2566.792528 0.014883
-806.194177 688.969550 0.069135
10234.933748 206.406346 0.657992
-61.735331 1.008170 0.967492
-1085.571376 9924.225254 0.047360
1529.865868 1974.138021 0.718840
1362.186650 -286.090707 0.002488
-1575.529786 3817.692437 0.034061
11417.227562 -49.161441 0.088706
344.855689 -3525.586504 0.090481
-2078.248076 2682.473721 0.036710
2092.656648 932.573010 0.153853
195.841240 -285.001413 0.038134
2076.134676 328.871800 0.016697
-2486.764469 147.607575 0.090666
1726.687729 -692.047535 0.044298
1864.001533 1018.984987 0.501233
1796.433176 -1351.180565 0.139780
-5091.110031 -2336.435084 0.469615
1110.382901 -221.861294 0.477370
-347.591775 224.949948 0.642733
843.386236 1397.735526 0.037534
