10000
-130983.449064 -47400.774756 0.000000 0.000000 0.000000 0.000000
73356.525419 -88976.757482 0.000000 0.000000 0.000000 0.000000
-141095.623010 -157136.102223 0.000000 0.000000 0.000000 0.000000
50218.072318 -30113.097319 0.000000 0.000000 0.000000 0.000000
39285.895119 -151438.035395 0.000000 0.000000 0.000000 0.000000
-160728.303879 -2803.882889 0.000000 0.000000 0.000000 0.000000
-90540.139512 -129296.850602 0.000000 0.000000 0.000000 0.000000
96940.447477 130364.609176 0.000000 0.000000 0.000000 0.000000
-16282.647676 -162774.652807 0.000000 0.000000 0.000000 0.000000
64475.872825 -140976.123297 0.000000 0.000000 0.000000 0.000000
126836.815297 -22005.205196 0.000000 0.000000 0.000000 0.000000
-33155.251576 -113266.526287 0.000000 0.000000 0.000000 0.000000
48911.815992 -185537.800332 0.000000 0.000000 0.000000 0.000000
5284.229641 90814.153685 0.000000 0.000000 0.000000 0.000000
-106879.561767 -15681.170195 0.000000 0.000000 0.000000 0.000000
184493.472642 -128159.071615 0.000000 0.000000 0.000000 0.000000
-40073.076245 -137016.023456 0.000000 0.000000 0.000000 0.000000
104337.951413 -97650.706386 0.000000 0.000000 0.000000 0.000000
125161.591211 163806.245071 0.000000 0.000000 0.000000 0.000000
-198929.877019 -179545.471716 0.000000 0.000000 0.000000 0.000000
-42206.049818 3417.931234 0.000000 0.000000 0.000000 0.000000
139222.002556 108960.929494 0.000000 0.000000 0.000000 0.000000
-70054.778176 -28651.091197 0.000000 0.000000 0.000000 0.000000
-83635.376364 71775.367368 0.000000 0.000000 0.000000 0.000000
-47506.742308 -75396.408026 0.000000 0.000000 0.000000 0.000000
137453.717839 13488.193107 0.000000 0.000000 0.000000 0.000000
108577.044407 17280.427316 0.000000 0.000000 0.000000 0.000000
139037.573786 80150.760937 0.000000 0.000000 0.000000 0.000000
146159.167025 -1321.518388 0.000000 0.000000 0.000000 0.000000
97725.334882 -54252.566378 0.000000 0.000000 0.000000 0.000000
-171750.725160 67396.783434 0.000000 0.000000 0.000000 0.000000
-105140.720556 -116041.984552 0.000000 0.000000 0.000000 0.000000
34073.306303 -6652.529818 0.000000 0.000000 0.000000 0.000000
-153883.893900 -40450.165912 0.000000 0.000000 0.000000 0.000000
121685.320397 -1069.236168 0.000000 0.000000 0.000000 0.000000
47754.018884 -140092.798680 0.000000 0.000000 0.000000 0.000000
